Province_Name,District_Name,Crop_Year,Season,Crop,Area,Yield
Uva,Monaragala,2007,Maha,Rice,115,188
Uva,Badulla,2007,Yala,Banana,414,6997
Sabaragamuwa,Kegalle,2007,Yala,Rice,139043,22890
Sabaragamuwa,Kegalle,2008,Maha,Maize,7148,9115
North Western,Kurunegala,2008,Yala,Rice,75706,115126
Western,Gampaha,2008,Yala,Maize,7163,6074
North Central,Anuradhapura,2008,Maha,Maize,4862,15939
Southern,Matara,2008,Maha,Rice,112,191
Central,Matale,2008,Yala,Rice,140554,184656
Western,Colombo,2009,Yala,Maize,6394,5929
Southern,Galle,2009,Maha,Rice,74950,61782
Western,Kalutara,2009,Yala,Maize,6632,14179
Southern,Hambantota,2009,Yala,Maize,4845,11979
Eastern,Ampara,2009,Yala,Rice,116,169
Sabaragamuwa,Ratnapura,2009,Yala,Rice,140233,50772
North Central,Polonnaruwa,2010,Maha,Maize,7024,6076
Northern,Mannar,2010,Maha,Rice,72657,45367
Eastern,Batticaloa,2010,Maha,Maize,3996,13187
Sabaragamuwa,Ratnapura,2010,Yala,Maize,4846,13880
Uva,Monaragala,2010,Yala,Rice,116,196
Sabaragamuwa,Ratnapura,2010,Maha,Rice,59497,36874
Western,Colombo,2011,Yala,Maize,43626,154451
North Western,Kurunegala,2011,Maha,Rice,104312,149366
Eastern,Ampara,2011,Maha,Maize,4066,15284
Uva,Monaragala,2011,Yala,Maize,3754,14460
Western,Colombo,2011,Yala,Rice,89030,235226
North Central,Anuradhapura,2012,Maha,Maize,39003,129982
Sabaragamuwa,Ratnapura,2012,Yala,Rice,98697,191087
Uva,Badulla,2012,Maha,Maize,3982,7785
Western,Kalutara,2012,Yala,Maize,3742,21969
North Western,Puttalam,2012,Maha,Rice,90111,162854
Sabaragamuwa,Kegalle,2013,Yala,Maize,43507,73259
North Central,Anuradhapura,2013,Yala,Rice,99601,144040
North Western,Puttalam,2013,Yala,Maize,4222,8267
Southern,Hambantota,2013,Maha,Maize,3875,19107
Western,Gampaha,2013,Maha,Rice,89883,91745
Sabaragamuwa,Ratnapura,2014,Yala,Maize,41750,82553
Sabaragamuwa,Ratnapura,2014,Yala,Rice,103184,166134
Uva,Monaragala,2014,Yala,Maize,6487,4534
North Central,Anuradhapura,2014,Yala,Maize,3994,15495
Northern,Mullaitivu,2014,Maha,Rice,96376,181633
Southern,Matara,1997,Yala,Rice,19065,23419
North Western,Puttalam,1997,Yala,Maize,6900,11375
Eastern,Batticaloa,1997,Maha,Maize,8231,22635
Eastern,Batticaloa,1997,Yala,Maize,15110,37952
Sabaragamuwa,Kegalle,1997,Yala,Rice,18502,40311
Uva,Badulla,1997,Yala,Banana,1683,37363
Central,Kandy,1997,Maha,Rice,92010,99948
Sabaragamuwa,Kegalle,1998,Yala,Maize,6927,5692
Eastern,Trincomalee,1998,Yala,Maize,9224,19970
Eastern,Ampara,1998,Maha,Maize,14976,47497
Southern,Galle,1998,Maha,Rice,18535,45627
Central,Matale,1998,Yala,Banana,1622,27023
Sabaragamuwa,Kegalle,1998,Maha,Rice,80680,84100
Southern,Hambantota,1999,Maha,Maize,7394,12554
Uva,Monaragala,1999,Maha,Rice,21361,17118
Southern,Galle,1999,Yala,Maize,9211,31944
Sabaragamuwa,Ratnapura,1999,Yala,Maize,15101,30160
Western,Gampaha,1999,Maha,Rice,16966,34911
Northern,Vavuniya,1999,Maha,Banana,1495,10181
Sabaragamuwa,Kegalle,2000,Yala,Rice,69489,84160
North Central,Polonnaruwa,2000,Yala,Maize,9296,21693
Eastern,Batticaloa,2000,Yala,Rice,25315,45343
Central,Matale,2000,Yala,Maize,14411,44847
Central,Matale,2000,Maha,Maize,17740,51450
Northern,Mannar,2000,Maha,Rice,19963,35896
North Central,Polonnaruwa,2000,Yala,Banana,1232,3474
Eastern,Batticaloa,2001,Yala,Maize,10708,18554
Central,Kandy,2001,Maha,Rice,77801,63333
North Central,Polonnaruwa,2001,Yala,Rice,20748,43473
Southern,Hambantota,2001,Maha,Maize,11327,29756
Sabaragamuwa,Kegalle,2001,Yala,Maize,17807,45659
Sabaragamuwa,Ratnapura,2001,Yala,Rice,21846,38924
Western,Kalutara,2001,Yala,Banana,2573,5352
Eastern,Trincomalee,2002,Maha,Maize,10609,19894
North Central,Anuradhapura,2002,Maha,Rice,20792,24332
North Western,Puttalam,2002,Maha,Maize,10266,25603
Central,Nuwara Eliya,2002,Maha,Maize,18214,39762
Uva,Monaragala,2002,Yala,Rice,17486,25878
Uva,Monaragala,2002,Yala,Banana,2502,19466
Sabaragamuwa,Kegalle,2002,Maha,Rice,89089,95548
North Western,Puttalam,2003,Maha,Rice,18467,20512
Uva,Badulla,2003,Maha,Maize,11319,24395
Northern,Jaffna,2003,Yala,Maize,11326,30410
Northern,Kilinochchi,2003,Yala,Maize,17616,40942
Eastern,Batticaloa,2003,Maha,Rice,20481,28023
North Western,Puttalam,2003,Maha,Banana,2065,21765
Northern,Kilinochchi,2003,Maha,Rice,81449,139874
Northern,Mullaitivu,2004,Yala,Rice,17051,10409
Sabaragamuwa,Kegalle,2004,Yala,Maize,10013,20488
Uva,Badulla,2004,Yala,Maize,10774,33173
Eastern,Trincomalee,2004,Maha,Maize,13556,37216
North Central,Polonnaruwa,2004,Yala,Rice,19250,21959
Southern,Galle,2004,Yala,Banana,1923,20422
Central,Kandy,2004,Yala,Rice,77293,58444
Central,Matale,2005,Yala,Rice,18128,16977
Southern,Hambantota,2005,Maha,Maize,15584,31267
Southern,Hambantota,2005,Yala,Maize,11859,27110
Central,Nuwara Eliya,2005,Yala,Maize,18603,30936
Central,Kandy,2005,Maha,Rice,21144,34378
North Central,Anuradhapura,2005,Yala,Banana,1896,49505
North Western,Puttalam,2005,Maha,Rice,80977,72978
North Western,Puttalam,2006,Maha,Rice,15085,11359
North Central,Anuradhapura,2006,Yala,Maize,13795,38097
Uva,Badulla,2006,Yala,Maize,11399,25750
Southern,Matara,2006,Yala,Maize,17774,86824
Western,Gampaha,2006,Maha,Rice,20552,36418
Southern,Matara,2006,Maha,Rice,88214,70460
Central,Matale,2007,Maha,Maize,11811,36953
Southern,Hambantota,2007,Maha,Rice,14324,9249
Central,Kandy,2007,Yala,Maize,11123,15127
Southern,Galle,2007,Yala,Maize,17235,77404
Uva,Monaragala,2007,Maha,Rice,18529,33267
Western,Gampaha,2007,Yala,Banana,1712,31449
Northern,Jaffna,2007,Maha,Rice,83709,72722
North Central,Anuradhapura,2008,Yala,Maize,11384,27076
North Central,Anuradhapura,2008,Maha,Rice,12909,13872
Western,Colombo,2008,Maha,Maize,11460,41657
Southern,Galle,2008,Maha,Maize,18079,72714
Northern,Vavuniya,2008,Yala,Rice,19116,31102
North Western,Puttalam,2008,Yala,Rice,80292,92801
Southern,Hambantota,2009,Maha,Maize,12340,45779
Uva,Monaragala,2009,Maha,Rice,15152,15996
Central,Kandy,2009,Maha,Maize,10748,14198
Eastern,Trincomalee,2009,Yala,Maize,16669,77661
Southern,Hambantota,2009,Maha,Rice,16086,28923
Eastern,Ampara,2009,Yala,Rice,78043,108366
Southern,Matara,2010,Yala,Maize,10276,34313
Western,Kalutara,2010,Maha,Rice,15293,24455
Eastern,Trincomalee,2010,Yala,Maize,11530,19128
Southern,Matara,2010,Maha,Maize,16307,40963
North Central,Anuradhapura,2010,Maha,Rice,10256,19056
Eastern,Trincomalee,2010,Yala,Rice,66641,73480
Southern,Matara,2011,Yala,Maize,10921,17950
North Western,Kurunegala,2011,Yala,Rice,13084,15026
Central,Nuwara Eliya,2011,Yala,Maize,11623,28662
North Western,Kurunegala,2011,Yala,Maize,16164,51036
Northern,Jaffna,2011,Yala,Rice,10918,19585
Southern,Hambantota,2011,Yala,Rice,74027,160944
Sabaragamuwa,Ratnapura,2012,Maha,Maize,11416,50379
Uva,Monaragala,2012,Yala,Rice,10937,14470
North Western,Puttalam,2012,Maha,Maize,11123,33147
Eastern,Ampara,2012,Yala,Maize,16095,45967
Western,Gampaha,2012,Yala,Rice,10674,21399
Uva,Badulla,2012,Maha,Rice,73753,152083
Sabaragamuwa,Ratnapura,2013,Maha,Maize,10186,27499
Southern,Hambantota,2013,Maha,Rice,10583,19861
Western,Gampaha,2013,Maha,Maize,11064,34597
Southern,Galle,2013,Yala,Maize,16653,49076
Northern,Kilinochchi,2013,Yala,Rice,10247,21956
Sabaragamuwa,Kegalle,2013,Maha,Rice,73753,135463
Southern,Hambantota,2014,Yala,Maize,7813,20794
Eastern,Ampara,2014,Yala,Rice,9483,18508
Northern,Vavuniya,2014,Maha,Maize,11323,20563
North Central,Anuradhapura,2014,Maha,Maize,16468,36213
Sabaragamuwa,Ratnapura,2014,Yala,Rice,9893,24699
Central,Kandy,2014,Maha,Rice,66101,185906
Western,Gampaha,1997,Yala,Rice,1047,1637
North Western,Kurunegala,1997,Maha,Maize,294,141
Southern,Matara,1997,Yala,Maize,6,9
Western,Colombo,1997,Maha,Maize,20,45
Western,Gampaha,1997,Maha,Rice,483,896
Central,Nuwara Eliya,1997,Maha,Rice,203149,360295
Central,Nuwara Eliya,1998,Maha,Maize,254,492
Northern,Jaffna,1998,Yala,Maize,5,15
Sabaragamuwa,Ratnapura,1998,Yala,Maize,21,70
Eastern,Trincomalee,1998,Yala,Rice,504,976
Central,Kandy,1998,Yala,Rice,209869,508689
Central,Nuwara Eliya,1999,Maha,Maize,641,1405
North Western,Kurunegala,1999,Yala,Rice,575,775
North Central,Anuradhapura,1999,Maha,Maize,6,18
Central,Kandy,1999,Yala,Maize,22,53
North Central,Polonnaruwa,1999,Maha,Rice,498,919
Northern,Mullaitivu,2000,Yala,Rice,212760,542692
Eastern,Batticaloa,2000,Maha,Maize,618,1349
Western,Gampaha,2000,Yala,Rice,548,792
Central,Kandy,2000,Maha,Maize,5,8
Southern,Matara,2000,Maha,Maize,31,98
North Central,Anuradhapura,2000,Yala,Rice,340,582
North Western,Kurunegala,2001,Yala,Maize,580,982
North Western,Puttalam,2001,Maha,Rice,196946,490823
Central,Kandy,2001,Yala,Rice,497,1011
Sabaragamuwa,Kegalle,2001,Yala,Maize,5,7
Western,Gampaha,2001,Maha,Maize,36,102
Eastern,Trincomalee,2001,Maha,Rice,282,341
Southern,Matara,2002,Maha,Maize,611,960
Sabaragamuwa,Kegalle,2002,Yala,Rice,256,298
North Western,Puttalam,2002,Yala,Maize,5,11
North Central,Anuradhapura,2002,Maha,Maize,12,34
North Central,Anuradhapura,2002,Yala,Rice,245,365
Sabaragamuwa,Kegalle,2002,Yala,Rice,192790,464920
North Central,Anuradhapura,2003,Yala,Rice,323,404
North Western,Puttalam,2003,Maha,Maize,554,668
Sabaragamuwa,Ratnapura,2003,Yala,Maize,156,451
North Western,Puttalam,2003,Yala,Rice,16,24
Southern,Galle,2003,Maha,Rice,195387,516983
Western,Kalutara,2004,Yala,Rice,145,130
Southern,Galle,2004,Maha,Maize,511,664
Southern,Hambantota,2004,Yala,Maize,146,398
North Central,Polonnaruwa,2004,Yala,Rice,16,22
Central,Nuwara Eliya,2004,Maha,Rice,178136,465494
Uva,Badulla,2005,Maha,Rice,223,217
North Central,Anuradhapura,2005,Maha,Maize,578,968
Central,Kandy,2005,Yala,Maize,16,38
North Western,Puttalam,2005,Yala,Rice,127,192
Uva,Monaragala,2005,Maha,Rice,195296,479713
North Central,Anuradhapura,2006,Maha,Rice,10,9
Uva,Badulla,2006,Yala,Maize,574,953
Uva,Badulla,2006,Yala,Maize,2,4
Northern,Mannar,2006,Maha,Maize,15,53
Western,Kalutara,2006,Yala,Rice,125,175
Northern,Mannar,2006,Maha,Rice,166546,467883
Central,Matale,2007,Yala,Maize,94,40
Eastern,Ampara,2007,Yala,Rice,12,7
Sabaragamuwa,Ratnapura,2007,Yala,Rice,165837,441966
Eastern,Trincomalee,2008,Yala,Maize,84,47
Sabaragamuwa,Kegalle,2008,Yala,Rice,58,77
Central,Kandy,2008,Maha,Maize,9,29
Central,Nuwara Eliya,2008,Maha,Rice,166110,459898
North Western,Puttalam,2009,Maha,Maize,94,99
Western,Kalutara,2009,Maha,Rice,72,68
Uva,Badulla,2009,Maha,Maize,9,28
Northern,Vavuniya,2009,Maha,Rice,150483,388307
Northern,Mullaitivu,2010,Yala,Maize,178,277
Central,Kandy,2010,Maha,Rice,107,105
Northern,Mullaitivu,2010,Yala,Maize,3,12
Central,Kandy,2010,Maha,Rice,20,38
Uva,Badulla,2010,Maha,Rice,173199,286390
Central,Nuwara Eliya,2011,Maha,Maize,92,207
North Western,Kurunegala,2011,Yala,Rice,68,108
Western,Gampaha,2011,Yala,Maize,3,14
Southern,Hambantota,2011,Yala,Rice,21,31
North Central,Anuradhapura,2011,Maha,Rice,170103,736122
Western,Colombo,2012,Maha,Maize,145,365
Western,Gampaha,2012,Yala,Rice,71,125
Eastern,Trincomalee,2012,Maha,Maize,3,14
Sabaragamuwa,Kegalle,2012,Maha,Rice,21,48
North Central,Polonnaruwa,2012,Maha,Rice,179105,718964
Uva,Badulla,2013,Maha,Maize,238,592
Southern,Galle,2013,Maha,Rice,18,24
Southern,Hambantota,2013,Yala,Maize,7,34
Western,Gampaha,2013,Yala,Rice,197127,776174
North Western,Puttalam,2014,Maha,Maize,47,114
Sabaragamuwa,Kegalle,2014,Maha,Maize,4,16
Central,Matale,2014,Yala,Rice,196508,820981
Sabaragamuwa,Ratnapura,1997,Maha,Rice,12672,12324
Eastern,Trincomalee,1997,Maha,Maize,5111,13931
Sabaragamuwa,Kegalle,1997,Maha,Maize,9176,26500
Western,Colombo,1997,Maha,Maize,21207,38617
Uva,Badulla,1997,Maha,Rice,6102,10280
Western,Gampaha,1997,Maha,Banana,19,350
Uva,Monaragala,1997,Yala,Rice,71371,71488
Northern,Jaffna,1998,Yala,Maize,9009,11279
Uva,Monaragala,1998,Maha,Maize,10910,18165
Sabaragamuwa,Kegalle,1998,Yala,Maize,18254,38449
Sabaragamuwa,Kegalle,1998,Maha,Rice,9563,12907
Sabaragamuwa,Kegalle,1998,Yala,Banana,35,261
Northern,Jaffna,1998,Maha,Rice,76392,71261
Central,Matale,1999,Yala,Maize,10351,21369
North Central,Anuradhapura,1999,Maha,Rice,16497,17285
Sabaragamuwa,Ratnapura,1999,Yala,Maize,11730,41407
Eastern,Trincomalee,1999,Maha,Maize,14152,39824
Southern,Galle,1999,Maha,Rice,6346,11693
Southern,Hambantota,1999,Maha,Banana,13,289
North Central,Anuradhapura,2000,Yala,Rice,74013,101373
North Central,Anuradhapura,2000,Maha,Maize,7816,24396
Central,Matale,2000,Maha,Rice,21618,38797
Eastern,Batticaloa,2000,Maha,Maize,7528,28539
Western,Kalutara,2000,Yala,Maize,12609,45178
Uva,Monaragala,2000,Maha,Rice,7185,13689
Uva,Badulla,2000,Yala,Banana,139,6080
Western,Gampaha,2001,Yala,Maize,6394,8912
Southern,Matara,2001,Maha,Rice,69810,63710
Western,Kalutara,2001,Maha,Rice,7388,12350
Eastern,Trincomalee,2001,Maha,Maize,7772,24124
Sabaragamuwa,Kegalle,2001,Maha,Maize,12577,33349
Northern,Mannar,2001,Yala,Rice,16831,16934
Sabaragamuwa,Ratnapura,2001,Yala,Banana,42,1178
Northern,Mannar,2002,Maha,Maize,6371,10944
Uva,Badulla,2002,Maha,Rice,23605,24062
North Central,Anuradhapura,2002,Yala,Maize,8554,56561
Sabaragamuwa,Ratnapura,2002,Maha,Maize,14029,35470
Western,Kalutara,2002,Yala,Rice,3875,5844
Eastern,Trincomalee,2002,Yala,Banana,52,1599
Eastern,Batticaloa,2002,Yala,Rice,67206,64183
Southern,Matara,2003,Yala,Rice,19051,22362
Eastern,Trincomalee,2003,Yala,Maize,5093,12338
Eastern,Ampara,2003,Yala,Maize,9944,36196
North Central,Anuradhapura,2003,Maha,Maize,13419,39285
Western,Gampaha,2003,Maha,Rice,2615,3809
Uva,Badulla,2003,Maha,Banana,38,1062
Eastern,Batticaloa,2003,Maha,Rice,66477,81344
Uva,Monaragala,2004,Maha,Rice,16959,14577
North Central,Anuradhapura,2004,Yala,Maize,5397,18828
Eastern,Trincomalee,2004,Yala,Maize,9411,36853
Southern,Galle,2004,Yala,Maize,14222,38099
Sabaragamuwa,Ratnapura,2004,Maha,Rice,2658,4457
North Western,Puttalam,2004,Yala,Banana,11,408
Central,Nuwara Eliya,2004,Yala,Rice,59712,51359
Eastern,Batticaloa,2005,Maha,Rice,18525,18464
Uva,Monaragala,2005,Yala,Maize,3567,12891
Central,Matale,2005,Maha,Maize,12100,39095
Northern,Kilinochchi,2005,Yala,Maize,16024,51460
Eastern,Batticaloa,2005,Maha,Rice,4100,6411
North Western,Puttalam,2005,Yala,Banana,11,382
North Central,Polonnaruwa,2005,Maha,Rice,61613,66657
Southern,Galle,2006,Maha,Rice,19854,18604
North Western,Puttalam,2006,Yala,Maize,3995,11317
Uva,Monaragala,2006,Maha,Maize,10485,45390
North Central,Anuradhapura,2006,Maha,Maize,15999,53394
Sabaragamuwa,Ratnapura,2006,Yala,Rice,4280,5427
North Central,Polonnaruwa,2006,Yala,Rice,63606,62401
Eastern,Trincomalee,2007,Yala,Maize,5629,20334
Central,Nuwara Eliya,2007,Yala,Rice,18985,16090
Central,Kandy,2007,Yala,Maize,9878,38099
Uva,Monaragala,2007,Yala,Maize,17848,74364
North Central,Anuradhapura,2007,Maha,Rice,3101,4497
North Western,Kurunegala,2007,Yala,Banana,11,395
Uva,Monaragala,2007,Yala,Rice,59972,52795
Southern,Hambantota,2008,Yala,Maize,4986,16045
Uva,Badulla,2008,Maha,Rice,17253,12597
Uva,Monaragala,2008,Yala,Maize,9439,35878
Sabaragamuwa,Kegalle,2008,Maha,Maize,17785,58798
Eastern,Trincomalee,2008,Yala,Rice,3290,3982
Sabaragamuwa,Ratnapura,2008,Maha,Rice,57118,54784
Central,Nuwara Eliya,2009,Yala,Maize,9288,24368
Central,Matale,2009,Yala,Rice,24659,26306
Northern,Kilinochchi,2009,Maha,Maize,11220,32134
Northern,Kilinochchi,2009,Yala,Maize,18035,62854
North Western,Kurunegala,2009,Yala,Rice,5346,6997
Central,Nuwara Eliya,2009,Maha,Rice,63436,79929
Sabaragamuwa,Ratnapura,2010,Yala,Maize,9710,34346
Southern,Galle,2010,Maha,Rice,21563,28162
Northern,Jaffna,2010,Yala,Maize,13183,63595
North Central,Anuradhapura,2010,Yala,Maize,23196,148595
Northern,Mannar,2010,Maha,Rice,2615,4710
Central,Kandy,2010,Yala,Rice,68140,67724
Uva,Badulla,2011,Maha,Maize,7740,33584
Eastern,Ampara,2011,Yala,Rice,26055,44660
Central,Nuwara Eliya,2011,Maha,Maize,11281,84709
Uva,Badulla,2011,Yala,Maize,23290,122736
Southern,Matara,2011,Maha,Rice,2654,5187
Southern,Galle,2011,Yala,Rice,69733,140957
North Central,Anuradhapura,2012,Yala,Maize,10096,52632
Western,Colombo,2012,Maha,Rice,22565,19541
Sabaragamuwa,Ratnapura,2012,Maha,Maize,12473,40699
Eastern,Batticaloa,2012,Yala,Maize,21637,141502
Central,Matale,2012,Maha,Rice,2182,3887
Central,Nuwara Eliya,2012,Maha,Rice,75385,168440
Western,Kalutara,2013,Maha,Maize,9490,45930
North Central,Polonnaruwa,2013,Maha,Rice,21084,35767
North Western,Kurunegala,2013,Yala,Maize,11818,68592
Northern,Kilinochchi,2013,Maha,Maize,19351,103034
North Central,Anuradhapura,2013,Yala,Rice,2303,5164
Uva,Badulla,2013,Maha,Rice,74061,107811
North Central,Anuradhapura,2014,Yala,Maize,1173,5217
Western,Colombo,2014,Maha,Rice,22635,34881
Western,Colombo,2014,Yala,Maize,11939,50574
Sabaragamuwa,Ratnapura,2014,Yala,Maize,15128,72319
Eastern,Trincomalee,2014,Yala,Rice,816,1055
Southern,Matara,2014,Maha,Rice,66869,130436
Western,Colombo,1997,Maha,Rice,30879,41438
Sabaragamuwa,Ratnapura,1997,Maha,Maize,18103,21621
Northern,Mannar,1997,Maha,Maize,23115,80741
Southern,Galle,1997,Yala,Maize,4842,9007
North Western,Puttalam,1997,Maha,Rice,1178,2021
Central,Kandy,1997,Yala,Banana,1273,993
Northern,Mannar,1997,Maha,Rice,55892,66154
North Western,Kurunegala,1998,Yala,Maize,16592,25239
Southern,Galle,1998,Yala,Maize,25204,99682
Northern,Mannar,1998,Yala,Maize,5243,8340
Sabaragamuwa,Kegalle,1998,Maha,Rice,2188,2574
North Western,Puttalam,1998,Yala,Banana,1609,13435
Central,Matale,1998,Yala,Rice,56336,53033
Sabaragamuwa,Ratnapura,1999,Maha,Maize,16065,33315
Uva,Badulla,1999,Maha,Rice,31846,40533
Central,Kandy,1999,Yala,Maize,24693,75437
Eastern,Trincomalee,1999,Maha,Maize,5637,13426
North Central,Anuradhapura,1999,Yala,Rice,1820,2589
Eastern,Ampara,1999,Maha,Banana,1531,18433
Western,Kalutara,2000,Yala,Rice,53701,57594
Uva,Monaragala,2000,Maha,Maize,16844,28958
Uva,Badulla,2000,Yala,Rice,32802,35235
North Central,Polonnaruwa,2000,Maha,Maize,24329,54181
North Western,Kurunegala,2000,Maha,Maize,5840,17536
North Central,Anuradhapura,2000,Maha,Rice,1349,1512
Western,Gampaha,2000,Maha,Banana,1652,15843
Eastern,Ampara,2001,Maha,Maize,14857,25279
Uva,Badulla,2001,Maha,Rice,51940,55261
Eastern,Ampara,2001,Yala,Rice,1273,1651
Central,Nuwara Eliya,2001,Yala,Maize,25156,65884
Northern,Jaffna,2001,Yala,Maize,5851,11685
Western,Gampaha,2001,Yala,Rice,31385,33879
Northern,Mannar,2001,Yala,Banana,1682,13708
Western,Gampaha,2002,Yala,Maize,14628,19305
Southern,Matara,2002,Yala,Rice,31792,21335
Central,Matale,2002,Maha,Maize,23642,73077
North Western,Kurunegala,2002,Yala,Maize,5141,11890
Western,Gampaha,2002,Maha,Rice,1490,2172
Northern,Vavuniya,2002,Maha,Banana,1635,32275
Western,Kalutara,2002,Maha,Rice,51695,43373
North Western,Kurunegala,2003,Yala,Rice,31888,34327
Western,Gampaha,2003,Maha,Maize,7196,9743
Sabaragamuwa,Kegalle,2003,Maha,Maize,23836,61521
Western,Gampaha,2003,Maha,Maize,5129,8857
Southern,Matara,2003,Yala,Rice,1483,2147
Southern,Matara,2003,Yala,Banana,1641,16426
Uva,Badulla,2003,Maha,Rice,50432,31522
Southern,Galle,2004,Maha,Rice,11645,2217
Western,Kalutara,2004,Maha,Maize,14939,19246
Western,Kalutara,2004,Maha,Maize,23964,70981
Sabaragamuwa,Kegalle,2004,Yala,Maize,5172,9886
Southern,Hambantota,2004,Maha,Rice,1507,2136
Eastern,Batticaloa,2004,Maha,Banana,1650,42785
Western,Colombo,2004,Maha,Rice,50545,7759
Central,Kandy,2005,Yala,Rice,31324,10096
Central,Kandy,2005,Maha,Maize,14933,19240
Northern,Mannar,2005,Yala,Maize,24938,73442
Sabaragamuwa,Ratnapura,2005,Yala,Maize,5054,10500
North Western,Kurunegala,2005,Maha,Rice,1368,955
Eastern,Batticaloa,2005,Maha,Banana,1676,16073
Western,Kalutara,2005,Yala,Rice,50595,14480
North Central,Polonnaruwa,2006,Maha,Rice,28709,22918
North Central,Anuradhapura,2006,Maha,Maize,14158,20932
North Western,Kurunegala,2006,Yala,Maize,25263,118660
Uva,Badulla,2006,Yala,Maize,5147,22237
North Central,Anuradhapura,2006,Yala,Rice,1250,2189
North Western,Puttalam,2006,Yala,Rice,40279,16582
North Central,Anuradhapura,2007,Maha,Maize,13808,4397
Sabaragamuwa,Ratnapura,2007,Maha,Rice,28019,4800
Northern,Jaffna,2007,Maha,Maize,25731,111827
Uva,Monaragala,2007,Yala,Maize,5128,19711
Sabaragamuwa,Ratnapura,2007,Maha,Rice,1273,2043
North Western,Kurunegala,2007,Yala,Banana,1663,38997
Eastern,Trincomalee,2007,Maha,Rice,39969,2414
Southern,Hambantota,2008,Yala,Maize,13866,39942
Eastern,Batticaloa,2008,Yala,Rice,43475,58704
Central,Kandy,2008,Yala,Maize,28314,113851
Southern,Galle,2008,Maha,Maize,16728,54398
North Western,Kurunegala,2008,Yala,Rice,1555,2742
Central,Nuwara Eliya,2008,Yala,Rice,58942,95848
North Central,Polonnaruwa,2009,Yala,Maize,12147,23714
North Central,Polonnaruwa,2009,Maha,Rice,38777,30856
Southern,Hambantota,2009,Yala,Maize,25564,49952
Western,Gampaha,2009,Maha,Maize,20306,62957
Eastern,Batticaloa,2009,Yala,Rice,55112,58368
Central,Kandy,2010,Yala,Maize,11869,20968
Eastern,Ampara,2010,Maha,Rice,35239,24730
Southern,Hambantota,2010,Maha,Maize,28564,149180
Sabaragamuwa,Kegalle,2010,Yala,Maize,12351,56046
North Central,Anuradhapura,2010,Maha,Rice,893,773
Central,Kandy,2010,Maha,Rice,52302,21553
Central,Nuwara Eliya,2011,Yala,Rice,52016,100877
North Western,Kurunegala,2011,Maha,Maize,30039,73836
Central,Matale,2011,Yala,Maize,10246,41009
Southern,Hambantota,2011,Maha,Rice,57253,122096
Central,Kandy,2012,Maha,Rice,52016,77603
Central,Matale,2012,Maha,Maize,30039,98017
Eastern,Trincomalee,2012,Maha,Maize,10246,56149
Northern,Jaffna,2012,Maha,Rice,40544,88148
Central,Nuwara Eliya,2013,Maha,Maize,11086,34824
Western,Gampaha,2013,Yala,Rice,37527,45971
Uva,Badulla,2013,Yala,Maize,33107,87568
North Western,Kurunegala,2013,Maha,Maize,13715,66098
Eastern,Ampara,2013,Maha,Rice,1210,2070
North Western,Puttalam,2013,Maha,Rice,55454,64958
Sabaragamuwa,Ratnapura,2014,Maha,Maize,12114,29411
Central,Nuwara Eliya,2014,Maha,Rice,33234,69706
North Central,Polonnaruwa,2014,Yala,Maize,33998,94548
Western,Colombo,2014,Maha,Maize,10774,32041
Eastern,Trincomalee,2014,Yala,Rice,2768,4214
North Western,Kurunegala,2014,Yala,Rice,52867,112523
Central,Matale,1997,Maha,Rice,20955,29940
North Central,Anuradhapura,1997,Yala,Maize,13564,12462
North Central,Polonnaruwa,1997,Yala,Maize,5260,9289
Sabaragamuwa,Ratnapura,1997,Yala,Maize,3648,7380
Western,Colombo,1997,Yala,Banana,212,5135
Northern,Vavuniya,1997,Maha,Rice,69464,95925
Western,Colombo,1998,Maha,Maize,18179,8284
Sabaragamuwa,Ratnapura,1998,Yala,Maize,5294,17507
Southern,Hambantota,1998,Maha,Maize,4688,4871
Eastern,Batticaloa,1998,Maha,Rice,45,100
Sabaragamuwa,Ratnapura,1998,Yala,Banana,46,838
Sabaragamuwa,Ratnapura,1998,Maha,Rice,77562,97032
Eastern,Trincomalee,1999,Maha,Maize,18472,34915
Eastern,Ampara,1999,Yala,Rice,21058,24905
Eastern,Batticaloa,1999,Maha,Maize,6435,14987
Central,Nuwara Eliya,1999,Maha,Maize,4968,12458
North Western,Kurunegala,1999,Maha,Rice,13,28
Uva,Badulla,1999,Yala,Banana,51,688
Eastern,Ampara,2000,Maha,Rice,71859,106034
North Western,Kurunegala,2000,Maha,Maize,18804,35588
Uva,Monaragala,2000,Maha,Rice,20631,25234
North Western,Puttalam,2000,Maha,Maize,5021,12447
Eastern,Batticaloa,2000,Yala,Maize,4875,9094
Northern,Jaffna,2000,Yala,Rice,33,61
Sabaragamuwa,Kegalle,2000,Yala,Banana,55,1155
North Western,Kurunegala,2001,Yala,Maize,18821,29542
North Central,Polonnaruwa,2001,Yala,Rice,61033,77754
North Central,Anuradhapura,2001,Yala,Rice,9,18
North Western,Puttalam,2001,Yala,Maize,5184,12680
Eastern,Ampara,2001,Maha,Maize,6936,17548
Western,Kalutara,2001,Yala,Rice,19132,20200
Eastern,Batticaloa,2001,Yala,Banana,56,1257
Eastern,Ampara,2002,Maha,Maize,18851,35764
Western,Kalutara,2002,Yala,Rice,16954,16564
Northern,Jaffna,2002,Yala,Maize,4956,8742
